sent_at_et,account,recipient,subject,gmail_message_id,gmail_thread_id,status,next_follow_up,notes
2026-07-27,Aligne AI,Info@aligne.ai,Paid evidence-readiness sprint for operational AI governance,19fa4e1ab73822b2,19fa4e1ab73822b2,paid-terms-sent,2026-07-31,"Official current inbox; tailored to operational AI governance, decision-time evidence, and downstream dependency quality; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,WatchTower Agents,info@watchtoweragents.com,Paid design partnership for time-correct agent governance evidence,19fa4e1b226ed5c8,19fa4e1b226ed5c8,paid-terms-sent,2026-07-31,"Official current inbox; tailored to agent monitoring, tool calls, policy compliance, audit evidence, and historical reconstruction; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,DarkControlAI,info@darkcontrolai.com,Paid evidence-readiness sprint for governed coding-agent actions,19fa4e30b10a4ab0,19fa4e30b10a4ab0,paid-terms-sent,2026-07-31,"Official current inbox; tailored to coding-agent commands, policy verdicts, immutable records, and historical repository dependency evidence; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Agent Cora,info@agentcora.ai,Paid design partnership for governance-first agent evidence,19fa4e31337d4df3,19fa4e31337d4df3,paid-terms-sent,2026-07-31,"Official current inbox; tailored to governance-first enterprise agents, decision-time evidence, deletion impact, and dependency quality; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,SearchUnify,info@searchunify.com,Paid evidence-readiness sprint for enterprise AI-agent answers and actions,19fa4e31bfddbd88,19fa4e31bfddbd88,paid-terms-sent,2026-07-31,"Published company route; tailored to AI agents, Agent Helper, knowledge sources, permissions, citations, and downstream support actions; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Marker,lorenphillips@protonmail.com,Re: Boardy Intro: Ethan + Loren,19fa4e529a4cd16e,19f9b88317144ff0,paid-follow-up-drafted,2026-07-29,"Threaded close follow-up draft r7708149773639761041 prepared but not sent early; asks for a specific Marker workflow, $4,500 approver, success criterion, legal entity, and billing contact, or one named regulated customer with budget; requests a direct no if neither path exists"
2026-07-27,Credo AI,ehrik@credo.ai,Re: Paid design partnership: time-correct evidence for AI governance decisions,19fa4e5b170dbf9b,19fa4afb617f29e4,paid-follow-up-drafted,2026-07-31,"Threaded close follow-up draft r-7303300824817419703 prepared but not sent early; asks for a binary funded-workflow decision plus executive owner, success criterion, legal entity, and billing contact; restates $4,500 and $2,250 before kickoff"
2026-07-27,Brine,sales@brine.ai,Re: Paid design partnership: time-correct evidence for regulated agent workflows,19fa4e5c82335ba2,19fa4aa21db19c5f,paid-follow-up-drafted,2026-07-31,"Threaded close follow-up draft r-4826609635621366938 prepared but not sent early; asks for a funded Brine or customer workflow plus owner, success criterion, legal entity, and billing contact; restates $4,500 and $2,250 before kickoff"
2026-07-27,Deepchecks,info@deepchecks.com,Paid design partnership: evidence lineage for Deepchecks agent evaluations,19fa4ed306b65339,19fa4ed306b65339,sent,2026-07-31,"Official business contact; personalized to LLM and agent evaluation and observability; attached paid sprint scope"
2026-07-27,LangWatch,contact@langwatch.ai,Paid design partnership: time-correct evidence for LangWatch agent traces,19fa4ed39a6790e6,19fa4ed39a6790e6,sent,2026-07-31,"Official business contact; personalized to agent traces and observability; attached paid sprint scope"
2026-07-27,Resistant AI,sales@resistant.ai,Paid design partnership: reconstructable evidence for document-fraud decisions,19fa4ed43f8e9a3d,19fa4ed43f8e9a3d,sent,2026-07-31,"Official sales contact; personalized to document fraud decision evidence; attached paid sprint scope"
2026-07-27,Lucinity,hello@lucinity.com,Paid design partnership: evidence lineage for Lucinity investigations,19fa4ed491cdcf25,19fa4ed491cdcf25,sent,2026-07-31,"Official business contact; personalized to AML investigation workflows; attached paid sprint scope"
2026-07-27,Quantifind,contact@quantifind.com,Paid design partnership: auditable evidence for Graphyte risk decisions,19fa4ed52e3895ed,19fa4ed52e3895ed,sent,2026-07-31,"Official business contact; personalized to Graphyte AML KYC and screening decisions; attached paid sprint scope"
2026-07-27,ModelOp,sales@modelop.com,Paid design partnership: dependency evidence for AI governance decisions,19fa4ed586a040b7,19fa4ed586a040b7,sent,2026-07-31,"Official sales contact; personalized to model and AI governance workflows; attached paid sprint scope"
2026-07-27,Saidot,sales@saidot.ai,Paid design partnership: time-correct evidence across Saidot governance graphs,19fa4ed63176156a,19fa4ed63176156a,sent,2026-07-31,"Official sales contact; personalized to agent-first AI governance graph; attached paid sprint scope"
2026-07-27,Fingerprint,sales@fingerprint.com,Paid design partnership: reconstructable evidence for identity decisions,19fa4ed6d6296419,19fa4ed6d6296419,sent,2026-07-31,"Official sales contact; personalized to device identity and fraud decisions; attached paid sprint scope"
2026-07-27,Featurespace,info@featurespace.com,Paid design partnership: evidence lineage for ARIC decisions,19fa4ed75ca977df,19fa4ed75ca977df,sent,2026-07-31,"Official business contact; personalized to ARIC fraud and risk decisions; attached paid sprint scope"
2026-07-27,PolyAI,sales@poly.ai,Paid design partnership: evidence and change impact for PolyAI agents,19fa4ed7c7f1f6ff,19fa4ed7c7f1f6ff,sent,2026-07-31,"Official sales contact; personalized to enterprise voice agent context and API actions; attached paid sprint scope"
2026-07-27,SEON,info@seon.io,Paid design partnership: evidence lineage for SEON fraud decisions,19fa4ee47cfa4434,19fa4ee47cfa4434,sent,2026-07-31,"Published business contact; personalized to fraud and AML decisioning; attached paid sprint scope"
2026-07-27,Parloa,contact@parloa.com,Paid design partnership: evidence and change impact for Parloa agents,19fa4ee4f42a4588,19fa4ee4f42a4588,sent,2026-07-31,"Published business contact; personalized to enterprise customer-service agents; attached paid sprint scope"
2026-07-27,Quiq,sales@quiq.com,Paid design partnership: reconstructable evidence for Quiq AI assistants,19fa4ee55ae87182,19fa4ee55ae87182,sent,2026-07-31,"Published sales contact; personalized to customer-facing assistants and voice agents; attached paid sprint scope"
2026-07-27,Yellow.ai,contact@yellow.ai,Paid design partnership: dependency evidence for Yellow.ai agents,19fa4ee5dc20b1d1,19fa4ee5dc20b1d1,sent,2026-07-31,"Official business contact; personalized to enterprise conversational AI and API actions; attached paid sprint scope"
2026-07-27,Nabla,contact@nabla.com,Paid design partnership: time-correct evidence for Nabla clinical AI,19fa4ee65517be35,19fa4ee65517be35,sent,2026-07-31,"Official business contact; personalized to clinical documentation and multi-step workflows; synthetic or sanitized data only; attached paid sprint scope"
2026-07-27,Notable Health,hello@notablehealth.com,Paid design partnership: evidence lineage for Notable’s AI workforce,19fa4ee6bb0c0bf4,19fa4ee6bb0c0bf4,sent,2026-07-31,"Official business contact; personalized to EHR-connected AI workforce actions; attached paid sprint scope"
2026-07-27,Regard,hello@regard.com,Paid design partnership: reconstructable evidence for Regard clinical decisions,19fa4ee7321b11b8,19fa4ee7321b11b8,sent,2026-07-31,"Official business contact; personalized to clinical decision support and chart evidence; synthetic or sanitized data only; attached paid sprint scope"
2026-07-27,FRISS,info@friss.com,Paid design partnership: evidence lineage for FRISS trust decisions,19fa4ee7a1079060,19fa4ee7a1079060,sent,2026-07-31,"Official business contact; personalized to Trust Automation in underwriting claims and investigations; attached paid sprint scope"
2026-07-27,Akur8,contact@akur8.com,Paid design partnership: auditable evidence for Akur8 actuarial AI,19fa4ee82c730333,19fa4ee82c730333,sent,2026-07-31,"Official business contact; personalized to regulated actuarial pricing and reserving workflows; attached paid sprint scope"
2026-07-27,Shift Technology,partners@shift-technology.com,Paid design partnership: evidence lineage for Shift insurance decisions,19fa4f00e8ba0437,19fa4f00e8ba0437,sent,2026-07-31,"Official current partnerships contact; personalized to insurance fraud claims and underwriting decisions; attached paid sprint scope"
2026-07-27,Tractable,commercial.us@tractable.ai,Paid design partnership: reconstructable evidence for Tractable claims AI,19fa4f01614224f0,19fa4f01614224f0,sent,2026-07-31,"Official current US commercial contact; personalized to motor and property claims AI; attached paid sprint scope"
2026-07-27,Gradient AI,info@gradientai.com,Paid design partnership: auditable evidence for Gradient AI decisions,19fa4f01f32f74f9,19fa4f01f32f74f9,sent,2026-07-31,"Official current business contact; personalized to claims and underwriting risk decisions; attached paid sprint scope"
2026-07-27,Luminance,demo@luminance.com,Paid design partnership: evidence lineage for Luminance legal AI,19fa4f0277cb6275,19fa4f0277cb6275,sent,2026-07-31,"Official demo contact; personalized to contract review negotiation and compliance workflows; attached paid sprint scope"
2026-07-27,Supio,info@supio.com,Paid design partnership: reconstructable evidence for Supio Agent workflows,19fa4f02f74e47dd,19fa4f02f74e47dd,sent,2026-07-31,"Published business contact; personalized to agentic plaintiff-law case workflows; attached paid sprint scope"
2026-07-27,Eightfold AI,info@eightfold.ai,Paid design partnership: auditable evidence for Eightfold Talent Agents,19fa4f036a89beb9,19fa4f036a89beb9,sent,2026-07-31,"Official current sales contact; personalized to Talent Agents AI Interviewer and hiring recommendations; attached paid sprint scope"
2026-07-27,Decagon,sales@decagon.ai,Paid design partnership: dependency evidence for Decagon AI agents,19fa4f04b6344b93,19fa4f04b6344b93,sent,2026-07-31,"Official current sales contact; personalized to cross-channel memory tools and API-integrated agents; attached paid sprint scope"
2026-07-27,Uniphore,info@uniphore.com,Paid design partnership: evidence and change impact for Uniphore enterprise AI,19fa4f051b5e8658,19fa4f051b5e8658,bounced,,"Delivery failed 550 5.4.1 recipient address rejected; replacement account required"
2026-07-27,HoneyHive,sales@honeyhive.ai,Paid design partnership: evidence lineage beyond HoneyHive agent traces,19fa4f058114cfd8,19fa4f058114cfd8,sent,2026-07-31,"Official current enterprise sales contact; personalized to LLM agent evaluation monitoring and self-hosted deployments; attached paid sprint scope"
2026-07-27,Maxim AI,contact@getmaxim.ai,Paid design partnership: time-correct evidence for Maxim agent evaluations,19fa4f064e3bc833,19fa4f064e3bc833,sent,2026-07-31,"Official current business contact; personalized to agent simulation evaluation observability and human review; attached paid sprint scope"
2026-07-27,Aidoc,info@aidoc.com,Paid design partnership: evidence lineage for Aidoc clinical AI,19fa4f15fa49c477,19fa4f15fa49c477,sent,2026-07-31,"Official published business contact; personalized to aiOS clinical imaging alerts and care workflows; synthetic or sanitized data only; attached paid sprint scope"
2026-07-27,Qventus,partnerships@qventus.com,Paid design partnership: reconstructable evidence for Qventus care automation,19fa4f1683cfb226,19fa4f1683cfb226,bounced,,"Delivery failed because partnerships group does not exist or rejects external senders; replacement account required"
2026-07-27,Strise,sales@strise.ai,Paid design partnership: evidence lineage for autonomous FinCrime decisions,19fa4f1727afff51,19fa4f1727afff51,sent,2026-07-31,"Official current sales contact; personalized to autonomous KYC KYB screening and monitoring; attached paid sprint scope"
2026-07-27,Silent Eight,sales@silenteight.com,Paid design partnership: reconstructable evidence for screening decisions,19fa4f17aedbe124,19fa4f17aedbe124,sent,2026-07-31,"Official published sales contact; personalized to automated alert investigation and closure; attached paid sprint scope"
2026-07-27,Giskard,hello@giskard.ai,Paid design partnership: dependency evidence for Giskard-tested agents,19fa4f183f133b94,19fa4f183f133b94,sent,2026-07-31,"Published company contact; personalized to continuous agent red teaming evaluation and guardrails; attached paid sprint scope"
2026-07-27,Helicone,help@helicone.ai,Paid design partnership: evidence lineage beyond Helicone LLM traces,19fa4f18b7046d97,19fa4f18b7046d97,sent,2026-07-31,"Official general help route invites product feedback and scheduling; personalized to LLM observability customer usage and traces; attached paid sprint scope"
2026-07-27,Sumsub,hello@sumsub.com,Paid design partnership: reconstructable evidence for Sumsub verification decisions,19fa4f1958f97aba,19fa4f1958f97aba,sent,2026-07-31,"Official current sales and other requests contact; personalized to identity AML and fraud decisions; attached paid sprint scope"
2026-07-27,Veriff,sales@veriff.com,Paid design partnership: evidence lineage for Veriff identity decisions,19fa4f19c0de0604,19fa4f19c0de0604,sent,2026-07-31,"Official published sales contact; personalized to document biometric device and behavioral signals; attached paid sprint scope"
2026-07-27,Jumio,sales@jumio.com,Paid design partnership: auditable evidence for Jumio identity workflows,19fa4f1af7e25155,19fa4f1af7e25155,sent,2026-07-31,"Official published sales contact; personalized to identity validation biometrics and risk rules; attached paid sprint scope"
2026-07-27,Sprout.ai,info@sprout.ai,Paid design partnership: evidence lineage for Sprout.ai claims decisions,19fa4f1b791960f2,19fa4f1b791960f2,bounced,,"Delivery failed because info group does not exist or rejects external senders; replacement account required"
2026-07-27,Darrow,contact@darrow.ai,Paid design partnership: reconstructable evidence for Darrow legal intelligence,19fa4f345b8622c1,19fa4f345b8622c1,sent,2026-07-31,"Official current general contact; personalized to litigation exposure intelligence and legal evidence; attached paid sprint scope"
2026-07-27,EvenUp,hello@evenuplaw.com,Paid design partnership: evidence lineage for EvenUp case work,19fa4f34c77a171f,19fa4f34c77a171f,sent,2026-07-31,"Published company contact; personalized to AI-assisted medical chronology case analysis and legal work product; attached paid sprint scope"
2026-07-27,EvolutionIQ,hello@evolutioniq.com,Paid design partnership: auditable evidence for EvolutionIQ Claims Guidance,19fa4f3553b9fdf2,19fa4f3553b9fdf2,sent,2026-07-31,"Official current general inquiries contact; personalized to explainable claims guidance and medical synthesis; attached paid sprint scope"
2026-07-27,Cognigy,info-us@cognigy.com,Paid design partnership: dependency evidence for Cognigy AI Agents,19fa4f35cc1b95c2,19fa4f35cc1b95c2,sent,2026-07-31,"Official current US business contact; personalized to enterprise customer-service agents and backend actions; attached paid sprint scope"
2026-07-27,boost.ai,contact@boost.ai,Paid design partnership: evidence and change impact for boost.ai agents,19fa4f3652120814,19fa4f3652120814,sent,2026-07-31,"Official current contact published in company terms; personalized to conversational agents in regulated customer workflows; attached paid sprint scope"
2026-07-27,DataVisor,info@datavisor.com,Paid design partnership: reconstructable evidence for DataVisor fraud decisions,19fa4f36c5063b76,19fa4f36c5063b76,sent,2026-07-31,"Official current business contact; personalized to adaptive fraud AML and investigative workflows; attached paid sprint scope"
2026-07-27,Kore.ai,info@kore.ai,Paid design partnership: time-correct evidence for Kore.ai agents,19fa4f3800e6de25,19fa4f3800e6de25,sent,2026-07-31,"Official company feedback and business route; personalized to the enterprise Agent Platform across regulated industries; attached paid sprint scope"
2026-07-27,Signicat,info.de@signicat.com,Paid design partnership: evidence lineage for Signicat identity decisions,19fa4f38908e64fc,19fa4f38908e64fc,sent,2026-07-31,"Official current German business contact; personalized to identity verification fraud AML and consent workflows; attached paid sprint scope"
2026-07-27,Infinitus,sales@infinitus.ai,Paid design partnership: reconstructable evidence for Infinitus healthcare agents,19fa4f391f0b35be,19fa4f391f0b35be,sent,2026-07-31,"Official published sales contact; personalized to voice and digital benefit-verification agents; synthetic or sanitized data only; attached paid sprint scope"
2026-07-27,EliseAI,sales@eliseai.com,Paid design partnership: evidence and change impact for EliseAI workflows,19fa4f398b61e47d,19fa4f398b61e47d,opted-out,,"David Berardi replied 'Stop' from an EliseAI company address; permanently suppress all further outreach to EliseAI and do not follow up"
2026-07-27,Layer Health,hello@layerhealth.com,Paid design partnership: auditable evidence for Layer Health clinical intelligence,19fa4f3a135279e9,19fa4f3a135279e9,sent,2026-07-31,"Official current business contact; personalized to chart-evidence-backed clinical guidance and quality workflows; synthetic or sanitized data only; attached paid sprint scope"
2026-07-27,Salv,sales@salv.com,Paid design partnership: time-correct evidence for Salv fincrime decisions,19fa4f5add873ded,19fa4f5add873ded,sent,2026-07-31,"Official sales inbox published in a current Salv financial-crime guide; personalized to collaborative intelligence investigations and downstream case impact; attached paid sprint scope"
2026-07-27,Abridge,info@abridge.com,Paid design partnership: auditable evidence for Abridge clinical AI,19fa4f5bcfe7b4c9,19fa4f5bcfe7b4c9,sent,2026-07-31,"Official company inbox; personalized to clinical documentation evidence and downstream care workflows; synthetic or sanitized data only; attached paid sprint scope"
2026-07-27,Theta Lake,inquiries@thetalake.com,Paid design partnership: historical dependency evidence for Theta Lake AI communications,19fa4f5c53a45e79,19fa4f5c53a45e79,sent,2026-07-31,"Current official sales inbox; personalized to AI-enabled communication capture supervision and policy-change impact; attached paid sprint scope"
2026-07-27,Atrial AI,sales@atrialai.com,Paid design partnership: reconstructable evidence for Atrial AI security decisions,19fa4f713b0d92b4,19fa4f713b0d92b4,bounced,,"Delayed address-not-found failure received in DSN 19fa5bb1fce5c948; permanently suppress this route and do not guess another alias"
2026-07-27,LatticeFlow AI,contact@latticeflow.ai,Paid design partnership: time-correct evidence for LatticeFlow AI assessments,19fa506364c4951e,19fa506364c4951e,sent,2026-07-31,"Current official contact; personalized to evidence-based model assessments, decision-time lineage, and downstream assessment impact; attached paid sprint scope"
2026-07-27,Unique AI,aigovernance@unique.ai,Paid design partnership: reconstructable evidence for Unique AI financial agents,19fa5063e087225f,19fa5063e087225f,sent,2026-07-31,"Current AI governance inbox published in a 2026 LatticeFlow assessment; personalized to financial-agent evidence and FINMA governance; attached paid sprint scope"
2026-07-27,Evidently AI,sales@evidentlyai.com,Paid design partnership: historical evidence lineage for Evidently AI workflows,19fa506472a81980,19fa506472a81980,sent,2026-07-31,"Current official sales inbox; personalized to AI observability, evaluation, decision-time evidence, and downstream impact; attached paid sprint scope"
2026-07-27,Kolena,contact@kolena.com,Paid design partnership: auditable evidence for Kolena document workflows,19fa50651ecc5041,19fa50651ecc5041,sent,2026-07-31,"Current official contact; personalized to document-heavy automation, evidence quality, and downstream result impact; attached paid sprint scope"
2026-07-27,Dynamo AI,hello@dynamo.ai,Paid design partnership: decision-time evidence for governed AI agents,19fa506586f0b829,19fa506586f0b829,sent,2026-07-31,"Current official general inquiry inbox; personalized to enterprise AI governance, historical reconstruction, and audit evidence; attached paid sprint scope"
2026-07-27,Traceloop,nir@traceloop.com,Paid design partnership: evidence lineage beyond the LLM trace,19fa50660aab637f,19fa50660aab637f,sent,2026-07-31,"Current named contact published on official contact page; personalized to OpenTelemetry LLM tracing, decision-time evidence, and downstream dependency impact; attached paid sprint scope"
2026-07-27,HiddenLayer,sales@hiddenlayer.com,Paid design partnership: reconstructable evidence for secured agent actions,19fa50668c776f62,19fa50668c776f62,bounced,,"Permanent Google Group posting failure received in DSN 19fa506755d99648; suppress this route and do not follow up"
2026-07-27,Fairly AI,info@fairly.ai,Paid design partnership: auditable evidence for continuous AI governance,19fa5066fddeb68f,19fa5066fddeb68f,sent,2026-07-31,"Current official info inbox; personalized to continuous AI governance, evidence-quality scoring, and downstream decision impact; attached paid sprint scope"
2026-07-27,Lakera,contact@lakera.ai,Paid design partnership: evidence lineage for AI guardrail decisions,19fa506773e4c1bc,19fa506773e4c1bc,sent,2026-07-31,"Current official contact published for enterprise and unique use cases; personalized to guardrail decisions, historical incident evidence, and downstream action impact; attached paid sprint scope"
2026-07-27,MPWR,boardy@boardy.ai,Re: Open to a regulated lending AI builder?,19fa5083bb72a78e,19fa5033269b3013,warm-intro-requested,,"Accepted Boardy introduction to founder Tamara Laine only under exact paid terms: two-week $4,500 sprint with $2,250 due after signature and before kickoff; requested a policy-bound underwriting or credit-risk workflow, success criterion, and budget authority; explicitly not an investor ask or free evaluation"
2026-07-27,Taktile,contact@taktile.com,Paid design partnership: decision-time evidence for Taktile lending agents,19fa508a6e9355e4,19fa508a6e9355e4,sent,2026-07-31,"Current official contact from company imprint; personalized to agentic underwriting and credit decisions, historical evidence, and downstream impact; attached paid sprint scope; replacement for HiddenLayer bounce"
2026-07-27,Behavox,sales@behavox.com,Paid design partnership: reconstructable evidence for Behavox compliance investigations,19fa509a4a023f67,19fa509a4a023f67,sent,2026-07-31,"Current official sales inbox published on demo page; personalized to communications and trade-surveillance investigations, evidence quality, and downstream case impact; attached paid sprint scope"
2026-07-27,SteelEye,sales@steel-eye.com,Paid design partnership: historical evidence for SteelEye AI surveillance,19fa509ae82ef64f,19fa509ae82ef64f,sent,2026-07-31,"Current official sales inbox published on AI surveillance materials; personalized to Compliance CoPilot, trading and communications surveillance, and downstream review or filing impact; attached paid sprint scope"
2026-07-27,LegalOn,contact@legalontech.com,Paid design partnership: source lineage for LegalOn contract decisions,19fa509b689f23d0,19fa509b689f23d0,bounced,,"Permanent Google Group posting failure received in DSN 19fa509c1c43fb17; suppress this route and do not follow up"
2026-07-27,Relativity,sales@relativity.com,Paid design partnership: auditable evidence for Relativity aiR workflows,19fa509bff07f6f4,19fa509bff07f6f4,sent,2026-07-31,"Current official sales inbox published in 2026 aiR materials; personalized to legal review, case strategy, investigations, communications surveillance, and downstream findings; attached paid sprint scope"
2026-07-27,Smarsh,sales@smarsh.com,Paid design partnership: decision-time evidence for Smarsh AI surveillance,19fa50a4968311eb,19fa50a4968311eb,bounced,,"Address-not-found failure received in DSN 19fa50a535671519 despite publication in 2025 onboarding document; suppress this route and do not follow up"
2026-07-18,WorkFusion,learn@workfusion.com,$500 decision-replay test for AML AI Agents,19f743d1ce09dd93,19f743d1ce09dd93,prior-outreach,,"Historical Gmail audit found earlier company outreach; do not treat WorkFusion as a new account or start a separate thread"
2026-07-18,Norm AI,contact@norm.ai,Decision-time regulatory evidence for Norm AI supervision,19f784fe4240508f,19f784f28eb62316,prior-outreach,,"Historical Gmail audit found earlier company outreach and an additional July 21 message; suppress new cold threads and use existing cadence only"
2026-07-19,Ironclad,hello@ironcladapp.com,Decision-time evidence for contract AI audit trails,19f7bac11d3fb955,19f7bac11d3fb955,prior-outreach,,"Historical Gmail audit found earlier company outreach; do not treat Ironclad as a new account"
2026-07-19,Robin AI,contact@robinai.com,Reconstructing the exact contract state behind an AI answer,19f7c31c0ff4e4d9,19f7c31c0ff4e4d9,prior-outreach,,"Historical Gmail audit found earlier company outreach; do not contact a second Robin AI inbox as a new account"
2026-07-26,Zest AI,hello@zest.ai,Partnership idea: reconstructing AI lending decisions as they happened,19fa0f3a42953ec3,19fa0f3a42953ec3,prior-outreach,,"Historical Gmail audit found earlier company outreach; future paid framing must stay on the existing thread and cadence"
2026-07-26,Pagaya,partners@pagaya.com,Decision-time evidence for AI lending workflows,19fa0fe0b8a2fb6a,19fa0fe0b8a2fb6a,prior-outreach,,"Pagaya Partnerships sent an automated acknowledgment; do not contact another Pagaya inbox as a new account"
2026-07-27,255 Ventures,boardy@boardy.ai,Re: Open to a regulated-AI founder and early-stage investor?,19fa51e6e3f7e10f,19fa50fdf00a7804,introduction-unreachable,,"Boardy reported that Richard's supplied LinkedIn profile would not resolve; independent public search found no authoritative alternate route; instructed Boardy not to guess and to retry only with a verified route from the original source"
2026-07-27,Trade AI Edge,founder@tradeaiedge.com,Re: Boardy Intro: Ethan + Aman,19fa5505bb884d78,19f9bd7bf1888e02,substantive-reply,2026-07-29,"Aman Grover confirmed the Wednesday 9 AM meeting and said the synthetic timeline exercise makes sense; wants to compare Lians temporal snapshotting with claim_hash logging and may explore technical alignment and joint distribution; no workflow budget, paid-sprint acceptance, or purchasing intent yet"
