decision_time,ticker,retrieved_note,note_event_time,days_in_future,position_taken,next_day_return
2026-01-22T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,94.6,0,-0.006598
2026-01-22T21:00:00+00:00,QNTA,Sell-side downgrades QNTA to Underweight after the May news; price targets cut across the street.,2026-05-16T13:30:00,113.7,0,-0.006598
2026-01-22T21:00:00+00:00,VYTR,Sell-side upgrades VYTR to Overweight after the May news; price targets raised across the street.,2026-05-26T13:30:00,123.7,-1,0.009275
2026-01-23T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,146.6,-1,0.002708
2026-01-23T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,147.7,-1,0.002708
2026-01-23T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,62.6,1,-0.002471
2026-01-23T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,76.6,1,-0.00874
2026-01-23T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,83.6,0,-0.012728
2026-01-23T21:00:00+00:00,NMBS,Sell-side upgrades NMBS to Overweight after the May news; price targets raised across the street.,2026-05-12T13:30:00,108.7,0,-0.012728
2026-01-23T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,93.6,0,0.016783
2026-01-23T21:00:00+00:00,QNTA,Sell-side downgrades QNTA to Underweight after the May news; price targets cut across the street.,2026-05-16T13:30:00,112.7,0,0.016783
2026-01-23T21:00:00+00:00,VYTR,Sell-side upgrades VYTR to Overweight after the May news; price targets raised across the street.,2026-05-26T13:30:00,122.7,-1,0.0069
2026-01-26T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,143.6,-1,0.001954
2026-01-26T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,144.7,-1,0.001954
2026-01-26T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,59.6,1,-0.004727
2026-01-26T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,73.6,1,0.005193
2026-01-26T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,80.6,0,0.013029
2026-01-26T21:00:00+00:00,NMBS,Sell-side upgrades NMBS to Overweight after the May news; price targets raised across the street.,2026-05-12T13:30:00,105.7,0,0.013029
2026-01-26T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,90.6,0,0.004758
2026-01-26T21:00:00+00:00,QNTA,Sell-side downgrades QNTA to Underweight after the May news; price targets cut across the street.,2026-05-16T13:30:00,109.7,0,0.004758
2026-01-26T21:00:00+00:00,VYTR,Sell-side upgrades VYTR to Overweight after the May news; price targets raised across the street.,2026-05-26T13:30:00,119.7,-1,0.005702
2026-01-27T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,142.6,-1,-0.021496
2026-01-27T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,143.7,-1,-0.021496
2026-01-27T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,58.6,1,0.005514
2026-01-27T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,72.6,1,0.018085
2026-01-27T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,79.6,0,0.009416
2026-01-27T21:00:00+00:00,NMBS,Sell-side upgrades NMBS to Overweight after the May news; price targets raised across the street.,2026-05-12T13:30:00,104.7,0,0.009416
2026-01-27T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,89.6,0,0.003384
2026-01-27T21:00:00+00:00,QNTA,Sell-side downgrades QNTA to Underweight after the May news; price targets cut across the street.,2026-05-16T13:30:00,108.7,0,0.003384
2026-01-27T21:00:00+00:00,VYTR,Sell-side upgrades VYTR to Overweight after the May news; price targets raised across the street.,2026-05-26T13:30:00,118.7,-1,-0.003627
2026-01-28T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,141.6,-1,-0.007614
2026-01-28T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,142.7,-1,-0.007614
2026-01-28T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,57.6,1,-0.010907
2026-01-28T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,71.6,1,0.005147
2026-01-28T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,78.6,0,0.000751
2026-01-28T21:00:00+00:00,NMBS,Sell-side upgrades NMBS to Overweight after the May news; price targets raised across the street.,2026-05-12T13:30:00,103.7,0,0.000751
2026-01-28T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,88.6,0,0.000481
2026-01-28T21:00:00+00:00,QNTA,Sell-side downgrades QNTA to Underweight after the May news; price targets cut across the street.,2026-05-16T13:30:00,107.7,0,0.000481
2026-01-28T21:00:00+00:00,VYTR,Sell-side upgrades VYTR to Overweight after the May news; price targets raised across the street.,2026-05-26T13:30:00,117.7,-1,-0.007777
2026-01-29T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,140.6,-1,-0.010188
2026-01-29T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,141.7,-1,-0.010188
2026-01-29T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,56.6,1,0.007292
2026-01-29T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,70.6,1,0.015955
2026-01-29T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,77.6,0,-0.017536
2026-01-29T21:00:00+00:00,NMBS,Sell-side upgrades NMBS to Overweight after the May news; price targets raised across the street.,2026-05-12T13:30:00,102.7,0,-0.017536
2026-01-29T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,87.6,0,0.000669
2026-01-29T21:00:00+00:00,QNTA,Sell-side downgrades QNTA to Underweight after the May news; price targets cut across the street.,2026-05-16T13:30:00,106.7,0,0.000669
2026-01-29T21:00:00+00:00,VYTR,Sell-side upgrades VYTR to Overweight after the May news; price targets raised across the street.,2026-05-26T13:30:00,116.7,-1,0.000921
2026-01-30T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,139.6,0,-0.01911
2026-01-30T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,20.7,0,-0.01911
2026-01-30T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,140.7,0,-0.01911
2026-01-30T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,55.6,1,0.016271
2026-01-30T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,18.7,1,0.016271
2026-01-30T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,69.6,-1,0.002274
2026-01-30T21:00:00+00:00,HLIO,Sell-side downgrades HLIO to Underweight after the February news; price targets cut across the street.,2026-02-06T13:30:00,6.7,-1,0.002274
2026-01-30T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,76.6,-1,-0.008496
2026-01-30T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,18.7,-1,-0.008496
2026-01-30T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,86.6,1,-0.005566
2026-01-30T21:00:00+00:00,QNTA,Sell-side upgrades QNTA to Overweight after the February news; price targets raised across the street.,2026-02-11T13:30:00,11.7,1,-0.005566
2026-01-30T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,24.7,-1,-0.01652
2026-02-02T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,136.6,0,0.003671
2026-02-02T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,17.7,0,0.003671
2026-02-02T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,137.7,0,0.003671
2026-02-02T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,52.6,1,-0.015544
2026-02-02T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,15.7,1,-0.015544
2026-02-02T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,66.6,-1,-0.006814
2026-02-02T21:00:00+00:00,HLIO,Sell-side downgrades HLIO to Underweight after the February news; price targets cut across the street.,2026-02-06T13:30:00,3.7,-1,-0.006814
2026-02-02T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,73.6,-1,0.000897
2026-02-02T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,15.7,-1,0.000897
2026-02-02T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,83.6,1,0.00107
2026-02-02T21:00:00+00:00,QNTA,Sell-side upgrades QNTA to Overweight after the February news; price targets raised across the street.,2026-02-11T13:30:00,8.7,1,0.00107
2026-02-02T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,21.7,-1,0.00404
2026-02-03T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,135.6,0,-4.9e-05
2026-02-03T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,16.7,0,-4.9e-05
2026-02-03T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,136.7,0,-4.9e-05
2026-02-03T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,51.6,1,-0.003586
2026-02-03T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,14.7,1,-0.003586
2026-02-03T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,65.6,-1,-0.001073
2026-02-03T21:00:00+00:00,HLIO,Sell-side downgrades HLIO to Underweight after the February news; price targets cut across the street.,2026-02-06T13:30:00,2.7,-1,-0.001073
2026-02-03T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,72.6,-1,0.00355
2026-02-03T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,14.7,-1,0.00355
2026-02-03T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,82.6,1,-0.024124
2026-02-03T21:00:00+00:00,QNTA,Sell-side upgrades QNTA to Overweight after the February news; price targets raised across the street.,2026-02-11T13:30:00,7.7,1,-0.024124
2026-02-03T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,20.7,-1,0.003887
2026-02-04T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,134.6,0,-0.003393
2026-02-04T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,15.7,0,-0.003393
2026-02-04T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,135.7,0,-0.003393
2026-02-04T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,50.6,1,-0.000432
2026-02-04T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,13.7,1,-0.000432
2026-02-04T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,64.6,-1,-0.09556
2026-02-04T21:00:00+00:00,HLIO,Sell-side downgrades HLIO to Underweight after the February news; price targets cut across the street.,2026-02-06T13:30:00,1.7,-1,-0.09556
2026-02-04T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,71.6,-1,-0.000756
2026-02-04T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,13.7,-1,-0.000756
2026-02-04T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,81.6,1,0.00405
2026-02-04T21:00:00+00:00,QNTA,Sell-side upgrades QNTA to Overweight after the February news; price targets raised across the street.,2026-02-11T13:30:00,6.7,1,0.00405
2026-02-04T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,19.7,-1,0.002022
2026-02-05T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,133.6,0,0.007529
2026-02-05T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,14.7,0,0.007529
2026-02-05T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,134.7,0,0.007529
2026-02-05T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,49.6,1,-0.008238
2026-02-05T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,12.7,1,-0.008238
2026-02-05T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,63.6,-1,0.013634
2026-02-05T21:00:00+00:00,HLIO,Sell-side downgrades HLIO to Underweight after the February news; price targets cut across the street.,2026-02-06T13:30:00,0.7,-1,0.013634
2026-02-05T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,70.6,-1,-0.004825
2026-02-05T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,12.7,-1,-0.004825
2026-02-05T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,80.6,1,-0.002455
2026-02-05T21:00:00+00:00,QNTA,Sell-side upgrades QNTA to Overweight after the February news; price targets raised across the street.,2026-02-11T13:30:00,5.7,1,-0.002455
2026-02-05T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,18.7,-1,-0.001191
2026-02-06T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,132.6,1,0.014311
2026-02-06T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,13.7,1,0.014311
2026-02-06T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,133.7,1,0.014311
2026-02-06T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,48.6,1,0.008231
2026-02-06T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,11.7,1,0.008231
2026-02-06T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,62.6,-1,-0.008499
2026-02-06T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,69.6,-1,-0.003523
2026-02-06T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,11.7,-1,-0.003523
2026-02-06T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,79.6,1,-0.000807
2026-02-06T21:00:00+00:00,QNTA,Sell-side upgrades QNTA to Overweight after the February news; price targets raised across the street.,2026-02-11T13:30:00,4.7,1,-0.000807
2026-02-06T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,17.7,-1,0.016636
2026-02-09T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,129.6,1,-0.003092
2026-02-09T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,10.7,1,-0.003092
2026-02-09T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,130.7,1,-0.003092
2026-02-09T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,45.6,1,0.00825
2026-02-09T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,8.7,1,0.00825
2026-02-09T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,59.6,-1,0.011081
2026-02-09T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,66.6,-1,0.011908
2026-02-09T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,8.7,-1,0.011908
2026-02-09T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,76.6,1,0.038291
2026-02-09T21:00:00+00:00,QNTA,Sell-side upgrades QNTA to Overweight after the February news; price targets raised across the street.,2026-02-11T13:30:00,1.7,1,0.038291
2026-02-09T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,14.7,-1,0.007019
2026-02-10T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,128.6,1,0.001684
2026-02-10T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,9.7,1,0.001684
2026-02-10T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,129.7,1,0.001684
2026-02-10T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,44.6,1,-0.000291
2026-02-10T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,7.7,1,-0.000291
2026-02-10T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,58.6,-1,-0.009947
2026-02-10T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,65.6,-1,-0.009464
2026-02-10T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,7.7,-1,-0.009464
2026-02-10T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,75.6,1,0.011355
2026-02-10T21:00:00+00:00,QNTA,Sell-side upgrades QNTA to Overweight after the February news; price targets raised across the street.,2026-02-11T13:30:00,0.7,1,0.011355
2026-02-10T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,13.7,-1,0.00833
2026-02-11T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,127.6,1,-0.00556
2026-02-11T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,8.7,1,-0.00556
2026-02-11T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,128.7,1,-0.00556
2026-02-11T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,43.6,1,8.3e-05
2026-02-11T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,6.7,1,8.3e-05
2026-02-11T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,57.6,-1,-0.00212
2026-02-11T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,64.6,-1,0.003675
2026-02-11T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,6.7,-1,0.003675
2026-02-11T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,74.6,1,0.000623
2026-02-11T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,12.7,-1,0.009304
2026-02-12T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,126.6,1,-0.012445
2026-02-12T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,7.7,1,-0.012445
2026-02-12T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,127.7,1,-0.012445
2026-02-12T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,42.6,1,0.005515
2026-02-12T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,5.7,1,0.005515
2026-02-12T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,56.6,-1,-0.009939
2026-02-12T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,63.6,-1,0.030194
2026-02-12T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,5.7,-1,0.030194
2026-02-12T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,73.6,1,0.005039
2026-02-12T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,11.7,-1,-0.012338
2026-02-13T21:00:00+00:00,AVLN,"Moody's downgrades AVLN one notch in June, citing deteriorating leverage and weak free cash flow.",2026-06-19T12:00:00,125.6,1,-0.006604
2026-02-13T21:00:00+00:00,AVLN,Sell-side upgrades AVLN to Overweight after the February news; price targets raised across the street.,2026-02-20T13:30:00,6.7,1,-0.006604
2026-02-13T21:00:00+00:00,AVLN,Sell-side downgrades AVLN to Underweight after the June news; price targets cut across the street.,2026-06-20T13:30:00,126.7,1,-0.006604
2026-02-13T21:00:00+00:00,CRDX,CRDX cuts FY outlook in an unscheduled March update; flags weak demand and margin pressure.,2026-03-27T12:00:00,41.6,1,-0.011868
2026-02-13T21:00:00+00:00,CRDX,Sell-side upgrades CRDX to Overweight after the February news; price targets raised across the street.,2026-02-18T13:30:00,4.7,1,-0.011868
2026-02-13T21:00:00+00:00,HLIO,HLIO raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-10T12:00:00,55.6,-1,0.004979
2026-02-13T21:00:00+00:00,NMBS,NMBS raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-17T12:00:00,62.6,-1,-0.001839
2026-02-13T21:00:00+00:00,NMBS,Sell-side downgrades NMBS to Underweight after the February news; price targets cut across the street.,2026-02-18T13:30:00,4.7,-1,-0.001839
2026-02-13T21:00:00+00:00,QNTA,QNTA raises FY outlook in an unscheduled April update; cites strong demand and expanding margins.,2026-04-27T12:00:00,72.6,1,0.006515
2026-02-13T21:00:00+00:00,VYTR,Sell-side downgrades VYTR to Underweight after the February news; price targets cut across the street.,2026-02-24T13:30:00,10.7,-1,-0.005675
